data_type,group,pisco_classcode,high_abundance,ecologically_significant,cultural_significance,endangered_threatened,recreational_importance,commercial_importance,analysis_filter_1,analysis_filter_1_notes,cryptic,genus,species,common_name,ScientificName_accepted,Kingdom,Phylum,Class,Order,Family,size_cutoff,sampling_notes,juv_size_cutoff,WL_a,WL_b,WL_W_units,WL_L_units,WL_input_length,source_LW_LC,WL_Reference_Notes,LC.a._for_WL,LC.b._for_WL,LC_type_for_WL,LL_Reference_Notes_for_WL,LL_Equation_for_WL,Max_Length_fishbase,temporary copy of Targeted,Size_Mature_cm,SM_input_length,F_SM_Notes,source_maturity,No.Lat,So.Lat,source_biogeography,TrophicGroup,BroadTrophic,source_trophic,Targeted,CommercialTargeted,RecreationTargeted,notes_trophic_targeted,recreational_legal_size_in_TL_2020,commercial_legal_size_in_TL_2020,legal_size_in,yoy_size,yoy_code,Thermal grouping from UCSC 2012 biogeo,thermal_composite_class_from_Freedman_et_al_2021,thermal_agreement,source_thermal,feeding_mode,water_column_position,mobility,substrate_association,source_behavior,biomass_buster,F_Type_toupdate,F_a_toupdate,F_b_toupdate,F_L_units_toupdate,F_input_length_toupdate,L_conversion_toupdate,Description_toupdate,Output.units_toupdate,F_Citation_toupdate,source_fecundity_toupdate,fecundity_notes_toupdate
swath,invertebrate,STYCAL,,,,,,,,,,Stylaster,californicus,California Hydrocoral,Stylaster californicus,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,">2.5cm, longest dimension",This species was sampled on UPC at southern California sites starting in 2000 and at northern California sites starting in 2001. Stylaster californica was also sampled on swath transects at northern California sites.,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,STYFOR,,,,,,,,,,Stylasterias,forreri,Velcro Star,Stylasterias forreri,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,STYMON,,,,,,,,,,Styela,montereyensis,Stalked Tunicate,Styela montereyensis,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,TETCAL,,,,,,,,,,Tethya,californiana,Orange Puff-Ball Sponge,Tethya californiana,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,UNDPIN,,,,,,,,,,Undaria,pinnatifida,Undaria,Undaria pinnatifida,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,URTCOL,,,,,,,,,,Urticina,columbiana,Sand-Rose Anemone,Urticina columbiana,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,URTCOLMCP,,,,,,,,,,Urticina,columbiana/mcpeaki,Sand-Rose/McPeak's Anemone,Urticina columbiana/mcpeaki,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",two species combined grouping,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,URTCOR,,,,,,,,,,Urticina,coriacea,Stubby Rose Anemone,Urticina coriacea,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,URTCRA,,,,,,,,,,Urticina,crassicornis,Christmas Anemone,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,URTMCP,,,,,,,,,,Urticina,mcpeaki,McPeak's Anemone,Urticina mcpeaki,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,URTPIS,,,,,,,,,,Urticina,piscivora,Fish-Eating Anemone,Urticina piscivora,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,URTSPP,,,,,,,,,,Urticina,spp,Urticina Spp.,Urticina,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,AGLSTR,,,,,,,TBD,this is a species of hydroid,,Aglaophenia,struthionides,Ostrich-Plume Hydroid,Aglaophenia struthionides,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,,"All other hydroids are sampled as ""Hydroid""",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,ANEM,,,,,,,no,"represents many different species, many species are counted on swath ",,,,Anemone,Actiniaria,Animalia,Cnidaria,Anthozoa,Actiniaria,,,Any anemone including Pachycerianthus fimbriatus. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,BARNAC,,,,,,,TBD,represents one species from swath (BALNUB) but also all the smaller barnacle species,,,,Barnacle,Cirripedia,Animalia,Arthropoda,Hexanauplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,inanimate,BARROC,,,,,,,no,inanimate category,,,,Bare Rock,Bare Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,inanimate,BARSAN,,,,,,,no,inanimate category,,,,Bare Sand,Bare Sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,BRANCH,,,,,,,,,,,,Red Algae (Branching Flat Blade),Red Algae (Branching Flat Blade),Plantae,Rhodophyta,,,,,"Any red alga that has branching, compressed blades that are flat in cross section and roughly 1 cm or greater across. Branching should show a repeating pattern to be distinguished from tearing. . In 1999 this species group only included Rhodymenia spp.",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,BROWN,,,,,,,,,,,,Brown Algae,Phaeophyceae,Chromista,Ochrophyta,Phaeophyceae,,,,"Any brown algae but not including Stephanocystis, Dictyoneurum, Egregia, Macrocystis, Laminariales, Sargassum, Desmarestia, and Dictyotales (these are distinguished and sampled separately). Typically consists of Colpomenia spp.. ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,BRYO,,,,,,,TBD,"some bryozoan species are identified to species, this is the grouping of everything that is not",,,,Bryozoan,Bryozoa,Animalia,Bryozoa,,,,,Bryozoans not otherwise classified. Dioporecia californica is distinguished and sampled separately,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,BUSHY,,,,,,,,,,,,Red Algae (Cylindrical Branches),Red Algae (Cylindrical Branches),Plantae,Rhodophyta,,,,,"Any red alga that has cylindrical to subcylindrical branching thalli. Thalli are not flat in cross section but if so are less than 1 cm across. Examples: Gelidium, Pterocladia, Gastroclonium, Gracilaria, Condracanthus canaliculatus. In 1999 this species group only included Botryocladia pseudodichotoma",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,CLAM,,,,,,,,,,,,Clam,Clam,Animalia,Mollusca,Bivalvia,,,,Any embedded boring clam. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,COMTUN,,,,,,,,,,,,"Tunicate -Colonial,Compund,Social","Tunicate -Colonial,Compund,Social",Animalia,Chordata,Ascidiacea,,,,"Includes Clavelina huntsmani, Distaplia occidentalis, Pycnoclavella stanleyi, Metandrocarpa spp. Didemnum carnulentum, Botrylloides spp., Archidistoma molle, Polyclinum planum. ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,CORCAL,,,,,,,,,,Corynactis,californica,Strawberry Anemone,Corynactis californica,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,CRUCOR,,,,,,,,,,,,Coralline Algae -Crustose,Coralline Algae -Crustose,Plantae,Rhodophyta,Florideophyceae,Corallinales,,,Encrusting or crustose coralline algae. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,CUCSPP,,,,,,,,,,Cucumaria,spp,"Sea Cucumber (embedded, non-mobile)",Cucumaria,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,,Any embedded (non-mobile) sea cucumber. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,CUPCOR,,,,,,,,,,,,Cup Coral,Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,,,"Includes Balanophyllia elegans, Astrangia lajollaensis, Paracyathus stearnsi. ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,DEADHOLD,,,,,,,no,"represents dead holdfasts of any species, so do not use at all",,,,Macrosystis Holdfast (Dead),Macrosystis Holdfast (Dead),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,DESSPP,,,,,,,,,,Desmarestia,spp,Acidic Seaweed,Desmarestia,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,DIACAL,,,,,,,TBD,"UCSC does not ID this, so lumps with BRYO. therefore all BRYO needs to be compbined???",,Diaperoforma,californica,Southern Staghorn Bryozoan,Diaperoforma californica,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,DICSPP,,,,,,,,,,Dictyoneurum,californicum/reticulatum,Dictyoneurum,Dictyoneurum californicum/reticulatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,,sampled on swath trasects prior to 2001,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,DICTYOTALES,,,,,,,,,,Dictyotales,spp,Dictyotales,Dictyotales,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,,,This species group includes Dictyota spp. and Dictyopteris undulata. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,DIOCHA,,,,,,,,,,Diopatra/Chaetopterus,spp,Ornate Tube Worm,Diopatra/Chaetopterus,Animalia,Annelida,Polychaeta,"Eunicida, no order available for Chaetopterus","Onuphidae, Chaetopteridae",,Combined species group of Diopatra ornata and Chaetopterus sp.. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,DODFEW,,,,,,,,,,Dodecaceria,fewkesi,Dodecaceria,Dodecaceria fewkesi,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,"This species was sampled starting in 2000. In 1999 it was part of the species group ""tubeworm"".",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,EGRMEN,,,,,,,,,,Egregia,menziesii,Egregia,Egregia menziesii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,ENCRED,,,,,,,,,,,,Red Algae -Encrusting,Red Algae -Encrusting,Plantae,Rhodophyta,,,,,Encrusting non-coralline red algae. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,ERECOR,,,,,,,,,,,,Coralline Algae -Erect/Articulated,Coralline Algae -Erect/Articulated,Plantae,Rhodophyta,Florideophyceae,Corallinales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,GORGAD,,South,,South,,,no,gorgonians are identified to species and counted on swath,,,,Gorgonian Adult,Gorgonian Adult,Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,GREEN,,,,,,,,,,,,Green Algae,Chlorophyta,Plantae,Chlorophyta,,,,,"Any green algae including Codium, Ulva, Cladophora, Enteromorpha. ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,HETPAC,,,,,,,TBD,"UCSC does not ID this, so lumps with BRYO. therefore all BRYO needs to be compbined???",,Heteropora,pacifica,Northern Staghorn Bryozoan,Heteropora pacifica,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Heteroporidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,HYDROID,,,,,,,TBD,"one hydroid is identified to species, AGLSTR, this group is everything else",,,,Hydroid,Hydroid,Animalia,Cnidaria,Hydrozoa,,,,Aglaophenia struthenoides is distinguished and sampled separately,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,LACY,,,,,,,,,,,,Red Algae (Lacy Branching),Red Algae (Lacy Branching),Plantae,Rhodophyta,,,,,"Any red algae that is filamentous or finely, densely branched. Branches are too small to isolate by hand. Examples: Plocamium, Microcladia, Polysiphonia, Ceramium, Neoptilota.. This species group was sampled starting in 2001",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,LAMHOLD,,,,,,,no,"represented holdfast of multiple species, instead use actual counts of those species from swath",,,,Laminariales Holdfast (Alive),Laminariales Holdfast (Alive),Chromista,Ochrophyta,Phaeophyceae,Laminariales,,,This species group includes all Laminarian kelp holdfasts except Macrocystis pyrifera . This species group was sampled starting in 2000,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,LEAFY,,,,,,,,,,,,Red Algae (Leaf-Like),Red Algae (Leaf-Like),Plantae,Rhodophyta,,,,,"Any red alga that consists of single or multiple blades that have entire margins and do not branch past the basal portions. Can be torn but will not be in a repeating pattern. Examples: Gigartina, Mazaella, Halymenia, Schizymenia.. This species group was sampled starting in 2000",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,MACPYRHF,"Central, South","Central, South",Central,,"Central, South",Central,no,use swath count,,Macrocystis,pyrifera,Macrosystis Holdfast (Alive),Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,inanimate,MUD,,,,,,,no,inanimate category,,,,Sediment/Mud,Sediment/Mud,,,,,,,Defined as persistent fine sediment that can't be brushed away by hand. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,MUSSEL,,,,,,,,,,Mytilus,,Mussel,Mytilus,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,,This species group was sampled on UPC instead of quadrats starting in 2004.,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,OCTOCORAL,,,,,,,,,,,,Octocoral,Octocoral,Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,PETMON,,,,,,,,,,Petaloconchus,montereyensis,Worm Snail,Petaloconchus montereyensis,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,,This species group was split in 2003 from Serpulorbis/Petaloconchus,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,PHRCAL,,,,,,,,,,Phragmatopoma,californica,Colonial Sand Tube Worm,Phragmatopoma californica,Animalia,Annelida,Polychaeta,,Sabellariidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,plant,PHYSPP,,,,,,,,,,Phyllospadix,spp,Surfgrass,Phyllospadix,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Cymodoceaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,SALTRI,,,,,,,,,,Salmacina,tribranchiata,Fragile Tube Worms,Salmacina tribranchiata,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,,"This species was sampled individually at southern California sites starting in 2000 and northern California sites starting in 2004. Previously this was in the species group ""tubeworm"".",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,SARHOR,,,,,,,,,,Sargassum,horneri,Invasive Sargassum,Sargassum horneri,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,,"UCSB began distinguishing S. muticum and S. filicinum, originally lumped as SARSPP in 2010 ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,SARMUT,,,,,,,,,,Sargassum,muticum,Sargassum,Sargassum muticum,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,,"UCSB began distinguishing S. muticum and S. filicinum, originally lumped as SARSPP in 2010 ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,SARSPP,,,,,,,,,,Sargassum,spp,Sargassum,Sargassum,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,,"After 2009, species were ID'd and counted separately. Records prior in the Northern Channel Islands were most likely S. muticum.. ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,SCALLOP,,,,,,,no,"rock scallops, CRAGIG, are counted on swath",,,,Scallop,Scallop,Animalia,Mollusca,Bivalvia,Pectinida,,,Any attached (non-moble) scallop. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,inanimate,SCUM,,,,,,,no,inanimate category,,,,Diatom Layer,Diatom Layer,,,,,,,"Diatom layer or decomposing, flocculent material, ""Scum"". ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,inanimate,SHELL,,,,,,,no,inanimate category,,,,Shell Debris,Shell Debris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,SOLTUN,,,,,,,TBD,,,,,Tunicate -Solitary,Tunicate -Solitary,Animalia,Chordata,Ascidiacea,,,,"Includes Corella willmeriana, Ascidia paratropa, Cnemidocarpa finmarkiensis, Styela montereyensis, Boltenia villosa, Halocynthia aurantia, Pyura haustor. ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,SPONGE,,,,,,,TBD,some sponges are counted on swath,,,,Sponge,Porifera,Animalia,Porifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,STEOSM,,,,,,,no,use swath count,,Stephanocystis,osmundacea,chain-bladder kelp,Stephanocystis osmundacea,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,STYCAL,,,,,,,,,,Stylaster,californicus,California Hydrocoral,Stylaster californicus,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,,This species was sampled on UPC at southern California sites starting in 2000 and at northern California sites starting in 2001. Stylaster californica was also sampled on swath transects at northern California sites.,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,STYPAP,,,,,,,,,,Stylantheca ,papillosa,Encrusting Purple Hydrocoral,Stylantheca papillosa,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,THYPET,,,,,,,,,,Thylacodes/Petaloconchus,squamigerus/montereyensis,"Tube Snail, Scaled Worm Shell",Thylacodes squamigerus/Petaloconchus montereyensis,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,,Combined species group of Serpulorbis squamigerus and Petaloconchus montereyensis. This species group was split in 2003 into Thylacodes squamigerus and Petaloconchus montereyensis,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,THYSQU,,,,,,,,,,Thylacodes,squamigerus,"Tube Snail, Scaled Worm Shell",Thylacodes squamigerus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,,This species group was split in 2003 into Thylacodes squamigerus and Petaloconchus montereyensis,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,TUBEMAT,,,,,,,,,,,,Tubeworm mat,Tubeworm mat,Animalia,Annelida,Polychaeta,,,,This species group was sampled starting in 2002,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,TUBEWORM,,,,,,,,,,,,Tubeworm,Tubeworm,Animalia,Annelida,Polychaeta,,,,"Any tube worm (spirorbids, sabellids, serpulids, terrebelids) excluding Dodecacaria, Salmacina, Diopatra and Phragmatopoma (distinguished and sampled separately). Dodecacaria, Salmacina, Diopatra or Phragmatopoma are sampled separately",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,TURF,,,,,,,,,,,,Red Filamentous Turf,Red Filamentous Turf,Plantae,Rhodophyta,,,,,Dense turf of red filamentous algae < 1cm high. This species group was sampled starting in 2002,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,algae,UNDPIN,,,,,,,no,use swath count,,Undaria,pinnatifida,Undaria,Undaria pinnatifida,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,,First observed in Northern Channel Islands in 2016. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upc,invertebrate,WATSUB,,,,,,,TBD,"UCSC does not ID this, so lumps with BRYO. therefore all BRYO needs to be compbined???",,Watersipora,subtorquata,Invasive bryozoan,Watersipora subtorquata,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
