site,campus,site_name_old,site_name_for_figures,latitude_originalfromVRG,longitude_originalfromVRG,latitude,longitude,site_campus_unique_ID,latitude_old,longitude_old,mpa_group,mpa_type,site_status,secondary_mpa,secondary_status,MLPA_longterm_in_proposal,STATE,mlpa_region,LongTermRegion,analysis_region_2,subregion,MXSRVYDPT_,YEAR_MPA,MPAAreaNM2,MPAShoreNM,CDIP_MOP,time_series_category,NOTES,survey_1999,survey_2000,survey_2001,survey_2002,survey_2003,survey_2004,survey_2005,survey_2006,survey_2007,survey_2008,survey_2009,survey_2010,survey_2011,survey_2012,survey_2013,survey_2014,survey_2015,survey_2016,survey_2017,survey_2018,survey_2019,survey_2020,survey_2021,survey_2022,survey_2023,SurveyYears
DEEP_HOLE_EAST,VRG,Deep Hole East,Deep Hole E,34.04522,-118.9592,34.04518484,-118.9604288,Deep Hole East VRG,,,Point Dume SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,"ETS-Added 6/21 based on field waypoint files - one survey November 2008. just MID and OUTER for swath and fish, remove from dataset?",,,,,,,,,"f,c, , ,z","f,c,s,u,z",,,,,,,,,,,,,,,"f, ,s,u,z",3
SCI_COCHE_POINT_E,UCSB,,SCI - Coche E,,,34.044933,-119.6014,SCI_COCHE_POINT_E UCSB,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,18.6,0,8.1,2.2,,1,,,,,,,"f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s, ,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",20
SCI_LITTLE_SCORPION_W,UCSB,,SCI - Little Scorpion W,,,34.04415,-119.54245,SCI_LITTLE_SCORPION_W UCSB,,,Scorpion SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,16.8,0,8.1,2.2,,,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, , , ,","f, ,s,u,",,,,"f, ,s, ,",,,,,,,,,,,6
Leo Carillo North,RCCA,Leo Carillo,Leo Carillo,,,34.0435,-118.945,Leo Carillo North RCCA,,,Point Dume SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SCI_LITTLE_SCORPION_E,UCSB,,SCI - Little Scorpion E,,,34.0434,-119.535733,SCI_LITTLE_SCORPION_E UCSB,,,Scorpion SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,15.5,0,8.1,2.2,,,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, , , ,","f, ,s,u,",,,,"f, ,s, ,",,,,,,,,,,,6
COUNTY_LINE,UCSB,COUNTY_LINE_CEN,County Line,,,34.043017,-118.952217,COUNTY_LINE UCSB,,,Point Dume SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,12.2,0,0,0,VE006,,,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,",,,,,,,,,,,4
LEO_CARRILLO,VRG,Leo Carrillo,Leo Carrillo,34.04163,-118.93066,34.04284698,-118.9331549,Leo Carrillo VRG,,,Point Dume SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files - just one survey in 2008,,,,,,,,,"f,c,s,u,z","f,c,s,u,",,,,,,,,,,,,,,,"f, ,s,u,z",3
SCI_COCHE_POINT_W,UCSB,,SCI - Coche W,,,34.04265,-119.604,SCI_COCHE_POINT_W UCSB,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,19.05,0,8.1,2.2,,1,,,,,,,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s, ,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",20
SCI_SAN_PEDRO_POINT_W,UCSB,,SCI - San Pedro Point W,,,34.04225,-119.5316,SCI_SAN_PEDRO_POINT_W UCSB,,,Scorpion SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,14.9,0,8.1,2.2,,,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, , , ,","f, ,s,u,",,,,"f, ,s, ,",,,,,,,,,,,6
SRI_CARRINGTON_E,UCSB,,SRI - Carrington E,,,34.041424,-120.04256,SRI_CARRINGTON_E UCSB,,,Carrington Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,13.4,2003,13.3,5.3,,,,,,,,"f,c,s, ,",,,,,,,,,,,,,,,,,,,,,1
SRI_BEACON_REEF_W,UCSB,,SRI - Beacon Reef W,,,34.040667,-120.043233,SRI_BEACON_REEF_W UCSB,,,Carrington Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,20.1,2003,13.3,5.3,,,,,,,,,"f, , , ,","f, ,s,u,",,"f,c, , ,","f, , , ,",,,,,,,,,,,,,,,,4
NICHOLAS_CANYON_W,VRG,Nicholas Canyon West,Nicholas Canyon W,34.03996,-118.92427,34.03996,-118.92427,NICHOLAS_CANYON_W VRG,,,Point Dume SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,16.2,0,0,0,L1159,,,,,,,,,,,"f,c,s,u,","f,c,s,u,z",,,,,,,,,,,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z",7
NICHOLAS_CANYON_W,UCSB,LEO_CARRILLO,Nicholas Canyon W,,,34.03996,-118.92427,NICHOLAS_CANYON_W UCSB,34.037617,-118.921983,Point Dume SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,16.2,0,0,0,L1159,,,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,",,,,,,,,,,,4
SCI_SAN_PEDRO_POINT_E,UCSB,,SCI - San Pedro Point E,,,34.038367,-119.5253,SCI_SAN_PEDRO_POINT_E UCSB,,,Scorpion SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,14.6,0,8.1,2.2,,,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, , , ,","f, ,s,u,",,,,"f, ,s, ,",,,,,,,,,,,6
NICHOLAS_CANYON_E,VRG,Nicholas Canyon East,Nicholas Canyon E,34.03811,-118.91251,34.03803,-118.91168,Nicholas Canyon East VRG,,,Point Dume SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,"f,c,s,u,","f,c,s,u,z",,,,,,,,,,,,,,,"f, ,s,u,z",3
SRI_CARRINGTON_CEN,UCSB,,SRI - Carrington CEN,,,34.037782,-120.05953,SRI_CARRINGTON_CEN UCSB,,,Carrington Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,9.5,2003,13.3,5.3,,,,,,,,"f, ,s, ,z",,,,,,,,,,,,,,,,,,,,,1
SMI_BAY_POINT,UCSB,SMI_BAY_POINT_CEN,SMI - Bay Point,,,34.03765,-120.30995,SMI_BAY_POINT UCSB,,,Harris Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,13.1,2003,16.1,2.9,,,,,,,,,,"f,c, , ,",,,,,,,,,,,,,,,,,,,1
SRI_BEACON_REEF_E,UCSB,,SRI - Beacon Reef E,,,34.037383,-120.038,SRI_BEACON_REEF_E UCSB,,,Carrington Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,18.9,2003,13.3,5.3,,,,,,,,,"f, , , ,","f, ,s,u,",,"f,c, , ,","f,c, , ,",,,,,,,,,,,,,,,,4
SCI_PELICAN_W,UCSB,,SCI - Pelican W,,,34.035867,-119.7023,SCI_PELICAN_W UCSB,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,15.2,0,8.1,2.2,,1,,,"f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, , , ,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",24
Pelican Anchorage,RCCA,,Pelican Anchorage,,,34.03560113,-119.7024989,Pelican Anchorage RCCA,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,,ETS-location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
Big Rock,RCCA,,Big Rock,,,34.0352,-118.6081,Big Rock RCCA,,,Point Dume SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LECHUZA,UCSB,EL_MATADOR,Lechuza,,,34.03505,-118.87098,LECHUZA UCSB,34.033283,-118.870167,Point Dume SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,12.2,2012,0,0,L1112,,,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,",,,,,,,,,,,4
BIG_ROCK,VRG,Big Rock,Big Rock,34.03536,-118.60776,34.03479743,-118.6074708,Big Rock VRG,,,Point Dume SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,,"f,c,s,u,z",,,,,,,,,,,,,,,"f, ,s,u,z",2
Lechuza,RCCA,,Lechuza,,,34.034,-118.871,Lechuza RCCA,,,Point Dume SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SRI_RODES_REEF_E,UCSB,,SRI - Rodes Reef E,,,34.0325,-120.1072,SRI_RODES_REEF_E UCSB,,,Carrington Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,18.6,0,13.3,5.3,,,,,,,,,"f, , , ,","f, ,s,u,",,"f,c, , ,","f,c, , ,",,,,,,,,,,,,,,,,4
SCI_PELICAN_FAR_WEST,UCSB,,SCI - Pelican Far West,,,34.0324,-119.698883,SCI_PELICAN_FAR_WEST UCSB,,,Scorpion SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,12.2,0,8.1,2.2,,,,,,"f,c, , ,",,,,,,,,,,,,,,,,,,,,,,,1
LECHUZA,VRG,Lechuza,Lechuza,34.03505,-118.87098,34.03186,-118.86313,LECHUZA VRG,,,Point Dume SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,12.2,2012,0,0,L1112,,ETS-Location changed based on mapping,,,,,,,,,"f,c,s,u,",,,,,,,,,,,,"f, ,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f, ,s,u,z",6
SRI_CARRINGTON_W,UCSB,,SRI - Carrington W,,,34.031681,-120.0701,SRI_CARRINGTON_W UCSB,,,Carrington Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,12.2,2003,13.3,5.3,,,,,,,,"f, ,s, ,z",,,,,,,,,,,,,,,,,,,,,1
SRI_RODES_REEF_W,UCSB,,SRI - Rodes Reef W,,,34.031188,-120.10881,SRI_RODES_REEF_W UCSB,,,Carrington Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,17.4,0,13.3,5.3,,,,,,,,"f,c,s, ,","f, , , ,","f, ,s,u,",,"f,c, , ,","f, , , ,",,,,,,,,,,,,,,,,5
SCI_PELICAN_CEN,UCSB,,SCI - Pelican CEN,,,34.03065,-119.69665,SCI_PELICAN_CEN UCSB,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,13.1,0,8.1,2.2,,1,,,"f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c, , ,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",24
SCI_PELICAN_E,UCSB,,SCI - Pelican E,,,34.02805,-119.690917,SCI_PELICAN_E UCSB,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,13.1,0,8.1,2.2,,1,,,"f,c,s,u,","f, , , ,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, , , ,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",24
Tyler Bight,RCCA,,Tyler Bight,,,34.027367,-120.414017,Tyler Bight RCCA,,,,,,,,,CALIFORNIA,SOUTH,South Coast,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SMI_TYLER_BIGHT_W,UCSB,,SMI - Tyler Bight W,,,34.027292,-120.411744,SMI_TYLER_BIGHT_W UCSB,,,Harris Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,16.2,0,16.1,2.9,,,,,,,,"f,c,s, ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,,,,,,,,,10
MALIBU_BLUFFS,VRG,Malibu Bluffs,Malibu Bluffs,34.02825,-118.70594,34.02618661,-118.7057921,Malibu Bluffs VRG,,,Point Dume SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,"f, , , ,",,,,,,,,,,,,,,,,,,,"f, ,s,u,z",2
SMI_TYLER_BIGHT_E,UCSB,,SMI - Tyler Bight E,,,34.025467,-120.4067,SMI_TYLER_BIGHT_E UCSB,,,Harris Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,17.4,0,16.1,2.9,,,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,,,,,,,,,9
Judith Reserve San Miguel Island,RCCA,Judith Reserve San Miguel Island,Judith Reserve San Miguel Island,,,34.02328,-120.44,Judith Reserve San Miguel Island RCCA,,,Judith Rock SMR,SMR,mpa,,,,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ESCONDIDO_W,VRG,Escondido West,Escondido W,34.02029,-118.77356,34.02029,-118.77356,ESCONDIDO_W VRG,,,Point Dume SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,z",,,,,,,,,,,"f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z",7
ANACAPA_EAST_ISLE_CEN,UCSB,,AI - East Isle CEN,,,34.017667,-119.363683,ANACAPA_EAST_ISLE_CEN UCSB,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,14.6,1978,11.7,3.3,,1,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s, ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",25
Landing Cove,RCCA,,Landing Cove,,,34.0175,-119.362,Landing Cove RCCA,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ANACAPA_WEST_ISLE_W,UCSB,,AI - West Isle W,,,34.017417,-119.438067,ANACAPA_WEST_ISLE_W UCSB,,,Anacapa Island SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,25.6,2003,8.1,2.2,,1,,,,,,"f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",,"f, ,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",20
ANACAPA_EAST_ISLE_E,UCSB,,AI - East Isle E,,,34.017033,-119.361133,ANACAPA_EAST_ISLE_E UCSB,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,15.2,1978,11.7,3.3,,1,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,","f,c,s,u,z","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",25
ANACAPA_WEST_ISLE_CEN,UCSB,,AI - West Isle CEN,,,34.016983,-119.432917,ANACAPA_WEST_ISLE_CEN UCSB,,,Anacapa Island SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,14.9,2003,8.1,2.2,,1,,,,,,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,z","f, ,s,u,z",,"f, ,s,u,","f, ,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,",20
Cathedral Cove,RCCA,,Cathedral Cove,,,34.0165,-119.368,Cathedral Cove RCCA,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ANACAPA_WEST_ISLE_E,UCSB,,AI - West Isle E,,,34.016083,-119.421833,ANACAPA_WEST_ISLE_E UCSB,,,Anacapa Island SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,14.6,2003,8.1,2.2,,1,,,,,,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,z",,"f, ,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",20
ANACAPA_EAST_ISLE_W,UCSB,,AI - East Isle W,,,34.015867,-119.371733,ANACAPA_EAST_ISLE_W UCSB,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,12.2,1978,11.7,3.3,,1,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,",25
SMI_CROOK_POINT_E,UCSB,,SMI - Crook Point E,,,34.015867,-120.3305,SMI_CROOK_POINT_E UCSB,,,Harris Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,17.4,0,16.1,2.9,,,,,,,,"f,c, , ,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,,,,,,,,,10
Cathedral Wall,RCCA,,Cathedral Wall,,,34.0158,-119.371,Cathedral Wall RCCA,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Goldfish Bowl,RCCA,,Goldfish Bowl,,,34.01469756,-119.4375004,Goldfish Bowl RCCA,,,Anacapa Island SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,1,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
ANACAPA_LIGHTHOUSE_REEF_E,UCSB,,AI - Lighthouse E,,,34.0139,-119.36,ANACAPA_LIGHTHOUSE_REEF_E UCSB,,,Anacapa Island SMR,SMR,reference,Anacapa Island SMCA,reference,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,11,0,11.7,3.3,,1,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,"f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,",19
SMI_CROOK_POINT_W,UCSB,,SMI - Crook Point W,,,34.01385,-120.337333,SMI_CROOK_POINT_W UCSB,,,Harris Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,21.3,0,16.1,2.9,,,,,,,,"f,c,s, ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z",,,,,,,,,,,,10
ANACAPA_LIGHTHOUSE_REEF_CEN,UCSB,,AI - Lighthouse CEN,,,34.012783,-119.363133,ANACAPA_LIGHTHOUSE_REEF_CEN UCSB,,,Anacapa Island SMR,SMR,reference,Anacapa Island SMCA,reference,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,14.3,0,11.7,3.3,,1,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,"f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",19
Light House,RCCA,,Light House,,,34.0126,-119.364,Light House RCCA,,,Anacapa Island SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ANACAPA_BLACK_SEA_BASS,UCSB,ANACAPA_BLACK_SEA_BASS_CEN,AI - Black Sea Bass,,,34.0126,-119.389183,ANACAPA_BLACK_SEA_BASS UCSB,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,19.8,2003,0,0,,2,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,"f, , , ,","f, , , ,","f, , , ,",", , , ,z",,,,11
ANACAPA_LIGHTHOUSE_REEF_W,UCSB,,AI - Lighthouse W,,,34.010783,-119.3725,ANACAPA_LIGHTHOUSE_REEF_W UCSB,,,Anacapa Island SMR,SMR,reference,Anacapa Island SMCA,reference,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,12.8,0,11.7,3.3,,1,,,,,,,,"f,c, , ,","f, , , ,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,"f, ,s,u,","f,c,s,u,z","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,",18
ANACAPA_MIDDLE_ISLE_CEN,UCSB,,AI - Middle Isle CEN,,,34.0100609,-119.3877751,ANACAPA_MIDDLE_ISLE_CEN UCSB,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,18,2003,11.7,3.3,,1,ETS-Location changed based on mapping,,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,z","f, ,s,u,z","f,c,s, ,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",24
ANACAPA_MIDDLE_ISLE_E,UCSB,,AI - Middle Isle E,,,34.0085,-119.388167,ANACAPA_MIDDLE_ISLE_E UCSB,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,13.1,2003,11.7,3.3,,1,,,"f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,","f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",24
